,state,agi_stub,returns,agi,wages,dividends,capital_gains,business_total,year,agi_stub_cat
296,MO,10,4950,15757395,4266320,2651160,3142684,4332372241314,2012.0,"$1,000,000 or more"
297,MT,0,485250,25241058,16107063,710547,1910762,2114703850734,2012.0,No AGI Stub
298,MT,1,10380,-822387,58531,19967,45791,-141892-24612,2012.0,Under $1
299,MT,2,84910,436715,339031,22629,644,29331781,2012.0,"$1 under $10,000"
300,MT,3,114890,1969753,1479095,39122,14723,10279105912,2012.0,"$10,000 under $25,000"
301,MT,4,113010,4075321,3062817,52554,44678,48978158982,2012.0,"$25,000 under $50,000"
302,MT,5,66270,4083396,2927741,63292,72909,80349123022,2012.0,"$50,000 under $75,000"
303,MT,6,42040,3632218,2582010,54503,74841,9728197539,2012.0,"$75,000 under $100,000"
304,MT,7,42070,5491509,3646487,116342,222632,329758174208,2012.0,"$100,000 under $200,000"
305,MT,8,9230,2637417,1243040,97391,283453,473320144588,2012.0,"$200,000 under $500,000"
306,MT,9,1680,1128133,385885,62175,227305,30351337214,2012.0,"$500,000 under $1,000,000"
307,MT,10,790,2608984,382427,182573,923785,9128232098,2012.0,"$1,000,000 or more"
308,NE,0,871940,51884307,35219834,1426723,3355424,38655451278578,2012.0,No AGI Stub
309,NE,1,11790,-858367,88635,14999,57640,-157166-38457,2012.0,Under $1
310,NE,2,135390,706484,581121,15600,1734,-175347570,2012.0,"$1 under $10,000"
311,NE,3,187010,3224722,2552374,39704,18726,6234162293,2012.0,"$10,000 under $25,000"
312,NE,4,213860,7732174,6381689,66870,57364,47011203338,2012.0,"$25,000 under $50,000"
313,NE,5,125190,7722567,6029356,76688,82377,91816178156,2012.0,"$50,000 under $75,000"
314,NE,6,82470,7136921,5471828,75689,109009,124158151404,2012.0,"$75,000 under $100,000"
315,NE,7,90530,11915915,8604817,178733,322294,520843272610,2012.0,"$100,000 under $200,000"
316,NE,8,20280,5842785,3171196,193161,496721,852726207448,2012.0,"$200,000 under $500,000"
317,NE,9,3580,2414644,956406,126142,433140,56899163296,2012.0,"$500,000 under $1,000,000"
318,NE,10,1850,6046462,1382411,639136,1776419,181268530920,2012.0,"$1,000,000 or more"
319,NV,0,1289360,75126856,48805831,3543554,7819352,39598182117693,2012.0,No AGI Stub
320,NV,1,24460,-4464724,224847,120388,322013,-970182-83005,2012.0,Under $1
321,NV,2,168490,921379,698127,20869,-7587,-5220110667,2012.0,"$1 under $10,000"
322,NV,3,325530,5683941,4323427,130678,9766,7292370559,2012.0,"$10,000 under $25,000"
323,NV,4,348280,12447875,10279208,138879,19427,51241270558,2012.0,"$25,000 under $50,000"
324,NV,5,174450,10720455,8297472,109181,38143,80484197179,2012.0,"$50,000 under $75,000"
325,NV,6,101160,8734731,6540075,94093,50368,97010166695,2012.0,"$75,000 under $100,000"
326,NV,7,114430,15156462,10915697,235322,210850,369301391726,2012.0,"$100,000 under $200,000"
327,NV,8,24840,7071368,4079841,250750,413892,775044333323,2012.0,"$200,000 under $500,000"
328,NV,9,4420,3009886,1253514,163204,388564,634453137734,2012.0,"$500,000 under $1,000,000"
329,NV,10,3300,15845484,2193622,2280189,6373916,2920394222256,2012.0,"$1,000,000 or more"
330,NH,0,679910,44853272,32022918,1278426,2622840,11984712001239,2012.0,No AGI Stub
331,NH,1,9120,-522137,64965,14366,19260,-101409-45964,2012.0,Under $1
332,NH,2,105510,520660,420017,17270,-3897,-165443753,2012.0,"$1 under $10,000"
333,NH,3,130460,2258725,1648836,85578,6185,5809155444,2012.0,"$10,000 under $25,000"
334,NH,4,154650,5625141,4469037,77252,22100,25554252139,2012.0,"$25,000 under $50,000"
335,NH,5,96660,5960393,4585502,85983,36417,38109233838,2012.0,"$50,000 under $75,000"
336,NH,6,66180,5736945,4436709,80005,48054,49733208233,2012.0,"$75,000 under $100,000"
337,NH,7,91540,12284590,9678231,223623,197320,156835475697,2012.0,"$100,000 under $200,000"
338,NH,8,21470,6009207,4258608,202615,320970,290249377656,2012.0,"$200,000 under $500,000"
339,NH,9,2890,1919863,1051695,105320,259398,217979123053,2012.0,"$500,000 under $1,000,000"
340,NH,10,1420,5059885,1409319,386411,1717033,517265177389,2012.0,"$1,000,000 or more"
341,NJ,0,4307560,333551601,241732959,8266113,16207513,1903271611776797,2012.0,No AGI Stub
342,NJ,1,59740,-6212631,542066,125327,340532,-1158463-235949,2012.0,Under $1
343,NJ,2,642040,3227189,2327729,114781,-23430,-7732421540,2012.0,"$1 under $10,000"
344,NJ,3,848220,14495867,10282073,230949,11296,460141175427,2012.0,"$10,000 under $25,000"
345,NJ,4,895800,32566539,25576453,391013,51083,1818941117450,2012.0,"$25,000 under $50,000"
346,NJ,5,569810,35116233,26860393,499263,98449,273661886250,2012.0,"$50,000 under $75,000"
347,NJ,6,390610,33885981,25652597,513333,153155,337686851456,2012.0,"$75,000 under $100,000"
348,NJ,7,641270,87929041,69600735,1383546,735806,15661532576202,2012.0,"$100,000 under $200,000"
349,NJ,8,209300,59650018,45695161,1379235,1601772,37928432839115,2012.0,"$200,000 under $500,000"
350,NJ,9,33740,22871669,14830940,779521,1528084,37018691033644,2012.0,"$500,000 under $1,000,000"
351,NJ,10,17040,50021696,20364813,2849145,11710767,102987911111662,2012.0,"$1,000,000 or more"
352,NM,0,905340,44008714,30436672,1104328,1986003,17974561384344,2012.0,No AGI Stub
353,NM,1,15880,-1076937,82768,16424,100678,-255904-70067,2012.0,Under $1
354,NM,2,155010,807917,624992,16102,-476,-646077059,2012.0,"$1 under $10,000"
355,NM,3,237140,4053765,3140764,36866,7456,8293234427,2012.0,"$10,000 under $25,000"
356,NM,4,220250,7887652,6297211,66018,27908,29167191733,2012.0,"$25,000 under $50,000"
357,NM,5,112210,6894500,5147783,74039,39857,55409145050,2012.0,"$50,000 under $75,000"
358,NM,6,67740,5855896,4291752,68961,46079,63115124113,2012.0,"$75,000 under $100,000"
359,NM,7,77390,10249340,7204190,177776,187804,248342285761,2012.0,"$100,000 under $200,000"
360,NM,8,16340,4563559,2576783,159471,287379,456687250293,2012.0,"$200,000 under $500,000"
361,NM,9,2260,1538081,594665,80074,258051,35243266390,2012.0,"$500,000 under $1,000,000"
362,NM,10,1140,3234940,475765,408596,1031268,84637479586,2012.0,"$1,000,000 or more"
363,NY,0,9363750,699683832,460276877,22200940,74584063,4473219925308388,2012.0,No AGI Stub
364,NY,1,133190,-17582655,1155492,404316,1926593,-4475795-510440,2012.0,Under $1
365,NY,2,1568300,8202648,5434896,224975,-37875,-444681828835,2012.0,"$1 under $10,000"
366,NY,3,2110170,35676558,25297312,470059,54939,686403984211,2012.0,"$10,000 under $25,000"
367,NY,4,2074140,75284930,61547581,777549,170945,3257692387025,2012.0,"$25,000 under $50,000"
368,NY,5,1218270,74895681,59199363,907970,285882,4971811663923,2012.0,"$50,000 under $75,000"
369,NY,6,775430,67113855,51744898,899920,380169,6305981467241,2012.0,"$75,000 under $100,000"
370,NY,7,1065270,144003218,111191168,2375670,1660915,28761944067959,2012.0,"$100,000 under $200,000"
371,NY,8,313540,90110508,64488638,2565092,3426390,70044484505865,2012.0,"$200,000 under $500,000"
372,NY,9,61620,42130853,25385973,1723999,3606509,71276752049962,2012.0,"$500,000 under $1,000,000"
373,NY,10,43820,179848235,54831556,11851390,63109596,307219593863809,2012.0,"$1,000,000 or more"
374,NC,0,4287590,230067580,166344024,5313621,9953415,113248966939992,2012.0,No AGI Stub
375,NC,1,57460,-3891534,422199,80313,208854,-812249-296387,2012.0,Under $1
376,NC,2,665480,3586270,2735139,79466,-4639,-19725428056,2012.0,"$1 under $10,000"
377,NC,3,1097350,18820447,14409129,197046,39009,306271313725,2012.0,"$10,000 under $25,000"
378,NC,4,1073150,38335421,31233401,323379,106807,167203956174,2012.0,"$25,000 under $50,000"
379,NC,5,540690,33230417,25398328,384407,178076,280485724321,2012.0,"$50,000 under $75,000"
380,NC,6,334640,28929826,21680285,390480,226223,358432603920,2012.0,"$75,000 under $100,000"
381,NC,7,396560,52874576,39522906,974870,855842,14675621376351,2012.0,"$100,000 under $200,000"
382,NC,8,99820,28307577,19335437,896043,1374582,28903311156621,2012.0,"$200,000 under $500,000"
383,NC,9,15520,10423825,5766134,462720,1002969,2254184355072,2012.0,"$500,000 under $1,000,000"
384,NC,10,6930,19450754,5841068,1524897,5965694,4708047322139,2012.0,"$1,000,000 or more"
385,ND,0,353830,25107236,14881721,409887,2144956,2896199808106,2012.0,No AGI Stub
386,ND,1,4190,-274115,39457,3295,16566,-26923-13421,2012.0,Under $1
387,ND,2,48510,257541,225138,4184,1353,-108015494,2012.0,"$1 under $10,000"
388,ND,3,71240,1236104,986601,13497,11141,512851249,2012.0,"$10,000 under $25,000"
389,ND,4,84230,3054585,2482563,24391,26832,2148986181,2012.0,"$25,000 under $50,000"
390,ND,5,50810,3142521,2394085,27515,42445,3520295767,2012.0,"$50,000 under $75,000"
391,ND,6,37180,3223406,2470870,23873,56128,5751688914,2012.0,"$75,000 under $100,000"
392,ND,7,42790,5641789,3914994,55803,199072,261602183886,2012.0,"$100,000 under $200,000"
393,ND,8,11310,3291937,1422897,70965,306382,484741159238,2012.0,"$200,000 under $500,000"
394,ND,9,2310,1587220,481584,47232,265035,38038948075,2012.0,"$500,000 under $1,000,000"
395,ND,10,1240,3946247,463533,139131,1220001,167813592723,2012.0,"$1,000,000 or more"
396,OH,0,5507560,296950143,211176554,7013374,11074392,151194509279257,2012.0,No AGI Stub
397,OH,1,61920,-3213988,339434,82215,206709,-676053-223499,2012.0,Under $1
398,OH,2,897200,4637325,3579186,95986,-19046,-15204430555,2012.0,"$1 under $10,000"
399,OH,3,1276540,21793373,16009236,246709,36972,378891385416,2012.0,"$10,000 under $25,000"
400,OH,4,1390660,50534530,39588832,431546,120866,2056831236563,2012.0,"$25,000 under $50,000"
401,OH,5,780350,47903831,36726787,522764,231113,3157701022114,2012.0,"$50,000 under $75,000"
402,OH,6,468990,40513252,31124819,494828,280104,412452904414,2012.0,"$75,000 under $100,000"
403,OH,7,493930,64894733,49239899,1151827,951404,17002431964755,2012.0,"$100,000 under $200,000"
404,OH,8,109250,31112756,20187902,1076418,1400087,32335851566204,2012.0,"$200,000 under $500,000"
405,OH,9,19450,13145115,7056105,646718,1128759,2665906543598,2012.0,"$500,000 under $1,000,000"
406,OH,10,9280,25629216,7324354,2264362,6737423,7239179449137,2012.0,"$1,000,000 or more"
407,OK,0,1618460,93300163,62421769,1747082,6111098,71563993067762,2012.0,No AGI Stub
408,OK,1,22350,-1610165,171752,29868,111855,-420315-125153,2012.0,Under $1
409,OK,2,247150,1322867,1048227,17884,3271,-7099133292,2012.0,"$1 under $10,000"
410,OK,3,393030,6768148,5232901,52873,21604,17811478081,2012.0,"$10,000 under $25,000"
411,OK,4,408090,14684487,11995202,92584,60689,73354447051,2012.0,"$25,000 under $50,000"
412,OK,5,220670,13572443,10622273,102640,87686,129367336596,2012.0,"$50,000 under $75,000"
413,OK,6,134240,11594102,8919341,94844,112670,169660285878,2012.0,"$75,000 under $100,000"
414,OK,7,147520,19471403,14307655,230023,359515,670859630860,2012.0,"$100,000 under $200,000"
415,OK,8,35090,10092113,5846824,241773,580888,1250237548937,2012.0,"$200,000 under $500,000"
416,OK,9,6510,4427137,1947589,162124,477523,1069740184125,2012.0,"$500,000 under $1,000,000"
417,OK,10,3820,12977629,2330005,722470,4295397,4202785148095,2012.0,"$1,000,000 or more"
418,OR,0,1768810,99091267,67572455,2532511,5186896,54637303553176,2012.0,No AGI Stub
419,OR,1,33530,-2017620,194881,45571,142285,-353179-91345,2012.0,Under $1
420,OR,2,266420,1400029,1045711,47998,-6946,-2875133728,2012.0,"$1 under $10,000"
421,OR,3,405270,6988121,5082063,107394,16162,30344439280,2012.0,"$10,000 under $25,000"
422,OR,4,421560,15235899,11713875,175766,73605,118104557553,2012.0,"$25,000 under $50,000"
423,OR,5,248800,15321289,11268705,197358,114195,182283442895,2012.0,"$50,000 under $75,000"
424,OR,6,158030,13655371,9826571,191873,144300,215028374532,2012.0,"$75,000 under $100,000"
425,OR,7,183090,24263445,17196897,421078,536125,875126805335,2012.0,"$100,000 under $200,000"
426,OR,8,43010,12196652,7592318,383933,845674,1424196606361,2012.0,"$200,000 under $500,000"
427,OR,9,6320,4260244,2007471,208091,578083,984885163855,2012.0,"$500,000 under $1,000,000"
428,OR,10,2770,7787836,1643961,753450,2743413,1989818120982,2012.0,"$1,000,000 or more"
429,PA,0,6134120,371107952,260627429,10378479,18740226,1753965612377030,2012.0,No AGI Stub
430,PA,1,74150,-4495407,460745,109971,200726,-1052857-215136,2012.0,Under $1
431,PA,2,1064950,5200361,3697597,163281,-31972,-12626405340,2012.0,"$1 under $10,000"
432,PA,3,1288880,22056786,15443358,357559,45760,553791276461,2012.0,"$10,000 under $25,000"
433,PA,4,1428370,51810102,40505078,574383,158462,2472441506314,2012.0,"$25,000 under $50,000"
434,PA,5,858100,52859041,40514856,659642,258053,3617631311199,2012.0,"$50,000 under $75,000"
435,PA,6,549840,47543947,36376388,640140,338466,4227991172985,2012.0,"$75,000 under $100,000"
436,PA,7,665050,88558821,68124747,1513198,1201487,17865442818737,2012.0,"$100,000 under $200,000"
437,PA,8,164580,47007345,32602190,1439422,1919717,38875442479342,2012.0,"$200,000 under $500,000"
438,PA,9,26920,18112399,10300108,798021,1571878,3370116837791,2012.0,"$500,000 under $1,000,000"
439,PA,10,13280,42454558,12602362,4122862,13077650,8473750783998,2012.0,"$1,000,000 or more"
440,RI,0,512930,30401656,21448672,725343,1518103,16045711088654,2012.0,No AGI Stub
441,RI,1,6210,-380431,42200,9983,20349,-99094-13519,2012.0,Under $1
442,RI,2,82750,423192,318354,10050,-2926,-146545809,2012.0,"$1 under $10,000"
443,RI,3,115380,1967322,1445362,25753,2195,2541146795,2012.0,"$10,000 under $25,000"
444,RI,4,119380,4314183,3461194,41143,9628,19538138624,2012.0,"$25,000 under $50,000"
445,RI,5,69710,4299069,3304064,47701,18500,25496111359,2012.0,"$50,000 under $75,000"
446,RI,6,44480,3847817,2938172,46639,22716,3718898683,2012.0,"$75,000 under $100,000"
447,RI,7,59150,7899407,6069517,120395,105637,154198242409,2012.0,"$100,000 under $200,000"
448,RI,8,13020,3671229,2465322,118444,185359,350242216509,2012.0,"$200,000 under $500,000"
449,RI,9,1900,1287500,684788,64624,133312,27110955920,2012.0,"$500,000 under $1,000,000"
450,RI,10,940,3072369,719700,240611,1023332,84481746064,2012.0,"$1,000,000 or more"
451,SC,0,2077310,103453955,73215188,2466499,4429727,47005012926952,2012.0,No AGI Stub
452,SC,1,28320,-2165488,204517,41997,79078,-349252-294657,2012.0,Under $1
453,SC,2,338050,1840865,1445010,33208,-6756,-5547197558,2012.0,"$1 under $10,000"
454,SC,3,560120,9571994,7448139,87090,12105,16608607165,2012.0,"$10,000 under $25,000"
455,SC,4,512480,18299605,14808113,154578,49277,88201391820,2012.0,"$25,000 under $50,000"
456,SC,5,254550,15631901,11723616,179094,79073,126223301995,2012.0,"$50,000 under $75,000"
457,SC,6,156800,13557706,9871602,180432,100730,164033258004,2012.0,"$75,000 under $100,000"
458,SC,7,178890,23643972,16830705,447836,385031,655439582761,2012.0,"$100,000 under $200,000"
459,SC,8,38990,11038797,6815384,405189,617053,1255248526495,2012.0,"$200,000 under $500,000"
460,SC,9,6180,4140912,1991486,209142,497938,965621177835,2012.0,"$500,000 under $1,000,000"
461,SC,10,2940,7893691,2076615,727933,2616197,1783927177975,2012.0,"$1,000,000 or more"
462,SD,0,414950,23853171,14443245,644181,2240682,2102941720744,2012.0,No AGI Stub
463,SD,1,6780,-617196,50349,6488,41870,-182454-24339,2012.0,Under $1
464,SD,2,68490,351715,303307,7427,2589,-151218588,2012.0,"$1 under $10,000"
465,SD,3,91080,1587130,1215666,68379,16186,177766656,2012.0,"$10,000 under $25,000"
466,SD,4,104050,3753889,2925603,81709,49202,18465111338,2012.0,"$25,000 under $50,000"
467,SD,5,59100,3647503,2649209,52174,66981,36928112064,2012.0,"$50,000 under $75,000"
468,SD,6,37730,3255469,2306954,36524,86485,5671495834,2012.0,"$75,000 under $100,000"
469,SD,7,35900,4701192,2978442,82090,220756,237243166402,2012.0,"$100,000 under $200,000"
470,SD,8,8840,2565917,1092099,76349,327181,458030104046,2012.0,"$200,000 under $500,000"
471,SD,9,1920,1319757,460683,56398,250179,33789437348,2012.0,"$500,000 under $1,000,000"
472,SD,10,1060,3287795,460934,176643,1179253,113985632807,2012.0,"$1,000,000 or more"
473,TN,0,2882040,151027941,109976563,3266533,7460637,52897907438765,2012.0,No AGI Stub
474,TN,1,39410,-2667604,259430,48665,126088,-540552-234079,2012.0,Under $1
475,TN,2,472860,2569014,1951686,39467,-2880,-10025352903,2012.0,"$1 under $10,000"
476,TN,3,766800,13052590,10117595,108900,24648,246281037652,2012.0,"$10,000 under $25,000"
477,TN,4,711890,25539033,21080303,164232,69975,82496756875,2012.0,"$25,000 under $50,000"
478,TN,5,366890,22512898,17766628,178141,108924,131021650045,2012.0,"$50,000 under $75,000"
479,TN,6,215750,18630669,14419486,174896,139186,155861587448,2012.0,"$75,000 under $100,000"
480,TN,7,234730,31080369,23379451,432117,476101,6852731454842,2012.0,"$100,000 under $200,000"
481,TN,8,58170,16703177,10791907,442993,800595,15077191559631,2012.0,"$200,000 under $500,000"
482,TN,9,10260,6917741,3864875,252325,693244,1073111601244,2012.0,"$500,000 under $1,000,000"
483,TN,10,5300,16690054,6345203,1424798,5024756,2180258672204,2012.0,"$1,000,000 or more"
484,TX,0,11573440,741394480,516944611,19803844,58086722,4252353029059207,2012.0,No AGI Stub
485,TX,1,152900,-13040380,1203258,392854,983549,-3465388-1023278,2012.0,Under $1
486,TX,2,1742650,9380611,7494525,147663,-7753,-501691318939,2012.0,"$1 under $10,000"
487,TX,3,2944640,50465059,40034547,614707,92853,248494924775,2012.0,"$10,000 under $25,000"
488,TX,4,2794290,100564160,85825960,800865,260004,2647863131966,2012.0,"$25,000 under $50,000"
489,TX,5,1428090,87603059,71559110,783577,383442,4829542361004,2012.0,"$50,000 under $75,000"
490,TX,6,888450,76920520,61789551,737043,500893,6695422090013,2012.0,"$75,000 under $100,000"
491,TX,7,1183840,159461677,126405722,2047742,2043559,32589205603618,2012.0,"$100,000 under $200,000"
492,TX,8,341370,97710660,67658988,2428351,4093869,77883485849496,2012.0,"$200,000 under $500,000"
493,TX,9,60740,41212853,22144188,1584285,4037619,75211522125406,2012.0,"$500,000 under $1,000,000"
494,TX,10,36480,131116260,32828761,10266757,45698687,260285362677268,2012.0,"$1,000,000 or more"
495,UT,0,1174090,68508709,49743263,1116001,4728988,52815681509418,2012.0,No AGI Stub
496,UT,1,16860,-1935939,163331,25804,66394,-331553-71220,2012.0,Under $1
497,UT,2,177740,925367,799533,15203,1292,-478462020,2012.0,"$1 under $10,000"
498,UT,3,255840,4422230,3608422,33173,6630,32543220931,2012.0,"$10,000 under $25,000"
499,UT,4,281300,10220630,8497464,57174,37862,135183247297,2012.0,"$25,000 under $50,000"
500,UT,5,177720,10952326,8930222,66221,52745,208719180259,2012.0,"$50,000 under $75,000"
501,UT,6,112600,9727436,7826644,63649,67987,244320145498,2012.0,"$75,000 under $100,000"
502,UT,7,120200,15781675,12201418,157650,263153,847630317468,2012.0,"$100,000 under $200,000"
503,UT,8,24980,7159185,4484669,163284,430194,1237551251604,2012.0,"$200,000 under $500,000"
504,UT,9,4370,2949517,1398970,111134,375823,81168879275,2012.0,"$500,000 under $1,000,000"
505,UT,10,2480,8306281,1832591,422709,3426908,210027276286,2012.0,"$1,000,000 or more"
506,VT,0,321250,17263683,11918205,604129,1161665,722202768337,2012.0,No AGI Stub
507,VT,1,6220,-297934,36276,8739,14714,-60378-15816,2012.0,Under $1
508,VT,2,55220,272364,199341,11019,-580,-190728685,2012.0,"$1 under $10,000"
509,VT,3,67500,1168178,851609,27197,9497,45694020,2012.0,"$10,000 under $25,000"
