,state,agi_stub,returns,agi,wages,dividends,capital_gains,business_total,year,agi_stub_cat
1269,DC,4,79630,2947900,2550805,17923,18604,398566639,2012.0,"$25,000 under $50,000"
1270,DC,5,52910,3241561,2771629,27583,28135,778071646,2012.0,"$50,000 under $75,000"
1271,DC,6,31480,2723416,2287379,31861,37306,1113861785,2012.0,"$75,000 under $100,000"
1272,DC,7,45560,6288282,5033939,125722,161994,64581214305,2012.0,"$100,000 under $200,000"
1273,DC,8,20770,6002394,4249452,220919,369621,320927326319,2012.0,"$200,000 under $500,000"
1274,DC,9,3430,2327503,1181378,125303,258724,512792142254,2012.0,"$500,000 under $1,000,000"
1275,DC,10,1860,5438107,1545118,313048,1807198,1313070196133,2012.0,"$1,000,000 or more"
1276,FL,0,9398920,570292720,353844943,22386688,58563215,4501074417098516,2012.0,No AGI Stub
1277,FL,1,176970,-22130321,1464775,508193,1557685,-4004101-717421,2012.0,Under $1
1278,FL,2,1450300,7946832,5838034,188846,16791,-346051440621,2012.0,"$1 under $10,000"
1279,FL,3,2501620,42581142,32970528,485121,193696,3096163930477,2012.0,"$10,000 under $25,000"
1280,FL,4,2258130,80859106,65627281,889885,527220,9461691937725,2012.0,"$25,000 under $50,000"
1281,FL,5,1122290,68841565,50180546,1122978,827898,12153761354258,2012.0,"$50,000 under $75,000"
1282,FL,6,675810,58463572,40157057,1165387,1034986,12890691116824,2012.0,"$75,000 under $100,000"
1283,FL,7,873610,117460686,76789117,3377260,3908642,45643142623190,2012.0,"$100,000 under $200,000"
1284,FL,8,260580,75201153,41906635,3940659,6352075,86013312633882,2012.0,"$200,000 under $500,000"
1285,FL,9,49660,33689627,14787165,2391528,4955645,72047341110884,2012.0,"$500,000 under $1,000,000"
1286,FL,10,29970,107379358,24123805,8316831,39188577,249188411668076,2012.0,"$1,000,000 or more"
1287,GA,0,4378120,253487684,185713145,5899014,13064943,154457466704696,2012.0,No AGI Stub
1288,GA,1,63170,-5618206,525488,89975,336966,-906756-333656,2012.0,Under $1
1289,GA,2,670190,3715809,2965335,52475,23610,-16693549375,2012.0,"$1 under $10,000"
1290,GA,3,1141970,19350513,15720779,120124,81916,566661596593,2012.0,"$10,000 under $25,000"
1291,GA,4,1024750,36741458,31315469,225263,173935,241926514233,2012.0,"$25,000 under $50,000"
1292,GA,5,537690,33004149,26078123,299618,273979,343005481892,2012.0,"$50,000 under $75,000"
1293,GA,6,330170,28582866,21869336,319970,336686,434150468364,2012.0,"$75,000 under $100,000"
1294,GA,7,451570,60903601,45870671,974796,1312113,17526731271816,2012.0,"$100,000 under $200,000"
1295,GA,8,129380,36841766,25231927,1097473,2017367,37847781319318,2012.0,"$200,000 under $500,000"
1296,GA,9,20060,13493218,7405120,552391,1365787,3142175427262,2012.0,"$500,000 under $1,000,000"
1297,GA,10,9170,26472510,8730897,2166929,7142584,6613822409499,2012.0,"$1,000,000 or more"
1298,HI,0,681840,39689089,27633762,821822,2103983,14475751655270,2012.0,No AGI Stub
1299,HI,1,12090,-767007,66898,13122,38768,-104144-40794,2012.0,Under $1
1300,HI,2,93700,469852,353628,11152,3104,-652779,2012.0,"$1 under $10,000"
1301,HI,3,136210,2385039,1876176,24715,13802,5378162117,2012.0,"$10,000 under $25,000"
1302,HI,4,175530,6378215,5316669,48514,39256,22826184435,2012.0,"$25,000 under $50,000"
1303,HI,5,98040,6024620,4558556,65459,61642,41871164492,2012.0,"$50,000 under $75,000"
1304,HI,6,62840,5446912,3978660,70824,79484,50559147206,2012.0,"$75,000 under $100,000"
1305,HI,7,82710,11050437,7704512,191795,317983,207272390412,2012.0,"$100,000 under $200,000"
1306,HI,8,17750,4957020,2743765,174367,465213,428043383235,2012.0,"$200,000 under $500,000"
1307,HI,9,2110,1394625,593403,61950,229035,267522122537,2012.0,"$500,000 under $1,000,000"
1308,HI,10,860,2349376,441495,159924,855696,52825488851,2012.0,"$1,000,000 or more"
1309,ID,0,701990,36997279,25789776,728340,2175351,29406761152637,2012.0,No AGI Stub
1310,ID,1,13170,-1434706,85233,16563,127420,-154879-44344,2012.0,Under $1
1311,ID,2,104720,554567,450921,11585,5381,-157243916,2012.0,"$1 under $10,000"
1312,ID,3,162690,2801825,2175787,30101,26033,16254163580,2012.0,"$10,000 under $25,000"
1313,ID,4,174770,6304207,5008384,52379,63259,66890214518,2012.0,"$25,000 under $50,000"
1314,ID,5,100530,6184484,4656834,63621,88698,107932160772,2012.0,"$50,000 under $75,000"
1315,ID,6,61880,5346749,3919773,61660,111528,131246120132,2012.0,"$75,000 under $100,000"
1316,ID,7,66200,8714402,6010314,148815,340151,473433233854,2012.0,"$100,000 under $200,000"
1317,ID,8,14680,4179383,2246208,128176,392714,750570177479,2012.0,"$200,000 under $500,000"
1318,ID,9,2350,1581808,627580,57746,230568,50081453145,2012.0,"$500,000 under $1,000,000"
1319,ID,10,1000,2764560,608742,157694,789599,104998829585,2012.0,"$1,000,000 or more"
1320,IL,0,6131110,424188653,294320794,11882947,29513980,2316069011782900,2012.0,No AGI Stub
1321,IL,1,72910,-7043027,626998,213052,564948,-1483516-299726,2012.0,Under $1
1322,IL,2,929600,4808587,3673029,110640,49921,-23492623417,2012.0,"$1 under $10,000"
1323,IL,3,1307890,22300301,16941890,253217,172909,770791961711,2012.0,"$10,000 under $25,000"
1324,IL,4,1361440,49433020,40208178,458373,361914,3606601306611,2012.0,"$25,000 under $50,000"
1325,IL,5,830630,51167917,39701027,610731,522360,451157962402,2012.0,"$50,000 under $75,000"
1326,IL,6,555370,48121345,36400405,665917,642152,501368850145,2012.0,"$75,000 under $100,000"
1327,IL,7,790340,106932210,80392035,1974826,2432401,21634232277092,2012.0,"$100,000 under $200,000"
1328,IL,8,227600,64857699,44629471,2171530,3834702,48649162289805,2012.0,"$200,000 under $500,000"
1329,IL,9,37020,24962021,14328507,1149791,2662757,4707659883955,2012.0,"$500,000 under $1,000,000"
1330,IL,10,18310,58648580,17419254,4274870,18269916,11541436927488,2012.0,"$1,000,000 or more"
1331,IN,0,3078750,166637525,121516212,2858695,6291739,102373114430609,2012.0,No AGI Stub
1332,IN,1,34730,-2044523,208170,39343,76687,-403724-140718,2012.0,Under $1
1333,IN,2,530950,2710409,2018901,46767,14704,-9206198019,2012.0,"$1 under $10,000"
1334,IN,3,684290,11645550,8811691,107121,72671,22415691914,2012.0,"$10,000 under $25,000"
1335,IN,4,736250,26615150,21692756,187044,168866,113731621144,2012.0,"$25,000 under $50,000"
1336,IN,5,423480,26095222,20584889,236070,250751,193557521125,2012.0,"$50,000 under $75,000"
1337,IN,6,275820,23863382,18718577,239813,306304,259339441282,2012.0,"$75,000 under $100,000"
1338,IN,7,314060,41341602,31783585,589076,944532,1165170943691,2012.0,"$100,000 under $200,000"
1339,IN,8,64780,18353169,11530257,549077,1120688,2486137751037,2012.0,"$200,000 under $500,000"
1340,IN,9,9990,6704999,3287369,257775,661864,1923973228869,2012.0,"$500,000 under $1,000,000"
1341,IN,10,4420,11352565,2880017,606609,2674672,4485919174246,2012.0,"$1,000,000 or more"
1342,IA,0,1445570,86096947,59698959,1616135,3885677,53660802323265,2012.0,No AGI Stub
1343,IA,1,17860,-1322011,150586,13971,102430,-170313-57282,2012.0,Under $1
1344,IA,2,199060,1055978,878070,19904,15024,-499975387,2012.0,"$1 under $10,000"
1345,IA,3,286810,4955247,3752258,59918,54888,13455251060,2012.0,"$10,000 under $25,000"
1346,IA,4,355600,12947708,10299017,113536,134962,67358342625,2012.0,"$25,000 under $50,000"
1347,IA,5,219260,13525774,10165316,149981,196932,114926322949,2012.0,"$50,000 under $75,000"
1348,IA,6,149510,12952142,9592465,158466,229296,177436273023,2012.0,"$75,000 under $100,000"
1349,IA,7,174130,22950142,16304455,390850,698666,769064549869,2012.0,"$100,000 under $200,000"
1350,IA,8,35920,10166016,5708225,312632,755994,1378828404872,2012.0,"$200,000 under $500,000"
1351,IA,9,5300,3541229,1626389,142794,398795,90375999587,2012.0,"$500,000 under $1,000,000"
1352,IA,10,2120,5324722,1222178,254083,1298690,211656661175,2012.0,"$1,000,000 or more"
1353,KS,0,1336440,83259525,56749142,2347482,4862417,57013902673494,2012.0,No AGI Stub
1354,KS,1,16420,-1328075,136190,20296,110223,-325945-81192,2012.0,Under $1
1355,KS,2,205850,1050979,832447,20592,13655,-641970043,2012.0,"$1 under $10,000"
1356,KS,3,277280,4774931,3699173,48017,47147,6090251992,2012.0,"$10,000 under $25,000"
1357,KS,4,320710,11626761,9441376,91714,112180,50809317705,2012.0,"$25,000 under $50,000"
1358,KS,5,188610,11624017,8906205,122930,170973,87850297373,2012.0,"$50,000 under $75,000"
1359,KS,6,124320,10773482,8108967,129597,204761,133151261432,2012.0,"$75,000 under $100,000"
1360,KS,7,156270,20811975,15127547,348557,622450,632052621509,2012.0,"$100,000 under $200,000"
1361,KS,8,38120,10855614,6497151,328625,737753,1388003534652,2012.0,"$200,000 under $500,000"
1362,KS,9,6110,4083755,1977142,156016,444177,1032822180067,2012.0,"$500,000 under $1,000,000"
1363,KS,10,2760,8986086,2022944,1081138,2399098,2702977219913,2012.0,"$1,000,000 or more"
1364,KY,0,1891820,98331729,70830515,1950268,4579549,47284873017011,2012.0,No AGI Stub
1365,KY,1,23630,-1613754,149544,30891,88181,-276712-67536,2012.0,Under $1
1366,KY,2,308430,1644461,1315224,21944,17556,-2481176053,2012.0,"$1 under $10,000"
1367,KY,3,458490,7820664,6055991,56184,59213,17907537810,2012.0,"$10,000 under $25,000"
1368,KY,4,462880,16681321,13498366,106031,118244,76673384990,2012.0,"$25,000 under $50,000"
1369,KY,5,254400,15655167,12061564,136501,168462,114317305717,2012.0,"$50,000 under $75,000"
1370,KY,6,160920,13904800,10589546,141642,197504,156036252137,2012.0,"$75,000 under $100,000"
1371,KY,7,177710,23367594,17261110,386558,582534,670456578719,2012.0,"$100,000 under $200,000"
1372,KY,8,37540,10676244,6588034,374852,677567,1346869541798,2012.0,"$200,000 under $500,000"
1373,KY,9,5630,3774014,1870514,162376,375320,942794195338,2012.0,"$500,000 under $1,000,000"
1374,KY,10,2200,6421218,1440622,533289,2294968,1682628111985,2012.0,"$1,000,000 or more"
1375,LA,0,2007830,115571432,81449173,2035484,6356161,91338713930506,2012.0,No AGI Stub
1376,LA,1,23550,-2790225,225760,77012,131592,-603737-247001,2012.0,Under $1
1377,LA,2,293380,1645780,1312052,21313,10313,-8434214903,2012.0,"$1 under $10,000"
1378,LA,3,533580,9018958,7321275,50241,45669,10324650478,2012.0,"$10,000 under $25,000"
1379,LA,4,468710,16906555,14137725,97364,94549,68365296153,2012.0,"$25,000 under $50,000"
1380,LA,5,251250,15430449,12269698,126648,134555,124294300211,2012.0,"$50,000 under $75,000"
1381,LA,6,157750,13663822,10723055,130681,164523,160066288567,2012.0,"$75,000 under $100,000"
1382,LA,7,214620,28722220,22231396,359758,603366,807174816782,2012.0,"$100,000 under $200,000"
1383,LA,8,52590,14987951,8898196,402006,883327,20126651016237,2012.0,"$200,000 under $500,000"
1384,LA,9,8350,5627809,2325393,208052,578730,1666512341430,2012.0,"$500,000 under $1,000,000"
1385,LA,10,4040,12358113,2004623,562409,3709537,4896642252746,2012.0,"$1,000,000 or more"
1386,ME,0,638280,34159794,23906164,867170,1720159,14320621401854,2012.0,No AGI Stub
1387,ME,1,8800,-441320,47403,11998,15993,-83317-62164,2012.0,Under $1
1388,ME,2,98030,505918,393611,12610,3953,-382651864,2012.0,"$1 under $10,000"
1389,ME,3,142780,2473023,1825733,33084,24417,4863192868,2012.0,"$10,000 under $25,000"
1390,ME,4,159520,5753686,4465659,62907,59767,28915261004,2012.0,"$25,000 under $50,000"
1391,ME,5,92060,5661794,4212562,79884,83837,52915203606,2012.0,"$50,000 under $75,000"
1392,ME,6,57010,4929351,3655491,81709,101492,61172154989,2012.0,"$75,000 under $100,000"
1393,ME,7,63250,8347406,5926442,208853,316876,258156304219,2012.0,"$100,000 under $200,000"
1394,ME,8,14200,4027791,2368712,193112,377451,412117206374,2012.0,"$200,000 under $500,000"
1395,ME,9,1910,1272498,581415,83293,189700,27166953210,2012.0,"$500,000 under $1,000,000"
1396,ME,10,730,1629647,429136,99720,546673,42939835884,2012.0,"$1,000,000 or more"
1397,MD,0,2935560,213549098,154747176,4422426,9508190,113631596221585,2012.0,No AGI Stub
1398,MD,1,30770,-2360007,278824,51631,143723,-530102-130499,2012.0,Under $1
1399,MD,2,416550,2060889,1573171,39359,22630,-8797333200,2012.0,"$1 under $10,000"
1400,MD,3,542450,9273270,7140026,90659,64057,13874783419,2012.0,"$10,000 under $25,000"
1401,MD,4,637940,23300496,19376159,164159,124084,81752466006,2012.0,"$25,000 under $50,000"
1402,MD,5,406840,25063510,19747507,238229,198241,140877385681,2012.0,"$50,000 under $75,000"
1403,MD,6,279830,24284887,18742842,280725,261747,181000380248,2012.0,"$75,000 under $100,000"
1404,MD,7,459690,63070271,48719238,954409,1169287,8788641355934,2012.0,"$100,000 under $200,000"
1405,MD,8,137380,38038503,26890447,1044492,1855439,23641321680256,2012.0,"$200,000 under $500,000"
1406,MD,9,16710,11185464,6160890,471034,1094707,2382260520862,2012.0,"$500,000 under $1,000,000"
1407,MD,10,7410,19631815,6118072,1087729,4574275,5859299446478,2012.0,"$1,000,000 or more"
1408,MA,0,3343720,285581083,192763133,8244313,28470756,1837279110353695,2012.0,No AGI Stub
1409,MA,1,38190,-3020056,287122,92317,187884,-561685-97628,2012.0,Under $1
1410,MA,2,488620,2437060,1907362,66579,24996,-11232234623,2012.0,"$1 under $10,000"
1411,MA,3,591540,10133729,7555196,146892,99320,13492811992,2012.0,"$10,000 under $25,000"
1412,MA,4,724360,26527074,21457995,267197,218711,997981081371,2012.0,"$25,000 under $50,000"
1413,MA,5,463160,28525355,22131502,366153,337341,164930909669,2012.0,"$50,000 under $75,000"
1414,MA,6,305430,26481661,20125601,389985,419267,217604831089,2012.0,"$75,000 under $100,000"
1415,MA,7,509420,69979321,54644978,1260396,1762028,10731092379579,2012.0,"$100,000 under $200,000"
1416,MA,8,178540,51150636,37080924,1621268,3260838,29180442413816,2012.0,"$200,000 under $500,000"
1417,MA,9,29300,19743583,11797553,921643,2331265,2838924930466,2012.0,"$500,000 under $1,000,000"
1418,MA,10,15160,53622720,15774900,3111883,19829106,11619807858718,2012.0,"$1,000,000 or more"
1419,MI,0,4685320,266767393,185493492,6021025,11391636,152418157934686,2012.0,No AGI Stub
1420,MI,1,63150,-4100321,361721,105969,185682,-609890-175625,2012.0,Under $1
1421,MI,2,838200,4119789,3005938,80364,17188,-11837423127,2012.0,"$1 under $10,000"
1422,MI,3,1068080,18010849,12731583,195068,107741,486621351122,2012.0,"$10,000 under $25,000"
1423,MI,4,1024430,37082599,28032432,341589,272158,194655948777,2012.0,"$25,000 under $50,000"
1424,MI,5,618550,38147324,28056119,427974,397116,286088791923,2012.0,"$50,000 under $75,000"
1425,MI,6,407980,35331884,25926382,446133,488719,356611697331,2012.0,"$75,000 under $100,000"
1426,MI,7,520840,69371916,51836839,1124721,1577190,14562071668055,2012.0,"$100,000 under $200,000"
1427,MI,8,118180,33382011,22408072,1018670,1853233,30388231457479,2012.0,"$200,000 under $500,000"
1428,MI,9,17830,11934928,6706451,492845,1084795,2475004489733,2012.0,"$500,000 under $1,000,000"
1429,MI,10,8090,23486414,6427955,1787692,5407814,8007492282764,2012.0,"$1,000,000 or more"
1430,MN,0,2687780,184514005,130729542,3919793,10768292,120688695088826,2012.0,No AGI Stub
1431,MN,1,29520,-2475129,244069,43822,116882,-421216-84480,2012.0,Under $1
1432,MN,2,396370,1965957,1613600,42591,22332,-1597134983,2012.0,"$1 under $10,000"
1433,MN,3,491850,8481237,6442632,108876,95712,32509521081,2012.0,"$10,000 under $25,000"
1434,MN,4,617690,22540734,18130749,197132,219079,146669678289,2012.0,"$25,000 under $50,000"
1435,MN,5,387980,23936245,18244132,250325,323880,252887621113,2012.0,"$50,000 under $75,000"
1436,MN,6,272750,23664611,17802139,274773,401352,336946563504,2012.0,"$75,000 under $100,000"
1437,MN,7,373630,50013768,38158513,748733,1330096,14840321239726,2012.0,"$100,000 under $200,000"
1438,MN,8,96650,27409351,18718932,756468,1690435,2775115938156,2012.0,"$200,000 under $500,000"
1439,MN,9,14920,10019377,5724692,385099,980104,1981949280481,2012.0,"$500,000 under $1,000,000"
1440,MN,10,6410,18957854,5650084,1111974,5588420,5481575195973,2012.0,"$1,000,000 or more"
1441,MS,0,1243420,57992430,42624522,797629,1944830,31540902045378,2012.0,No AGI Stub
1442,MS,1,16010,-1305689,100895,15276,54931,-147565-64629,2012.0,Under $1
1443,MS,2,190220,1091930,860026,10161,7592,-3657158222,2012.0,"$1 under $10,000"
1444,MS,3,372130,6290603,5191395,25085,21568,6626449079,2012.0,"$10,000 under $25,000"
1445,MS,4,304770,10846971,9160706,45262,49704,33928165571,2012.0,"$25,000 under $50,000"
1446,MS,5,146730,9006886,6988296,61577,77216,56147166418,2012.0,"$50,000 under $75,000"
1447,MS,6,87860,7595390,5738878,62285,89962,80062150803,2012.0,"$75,000 under $100,000"
1448,MS,7,99690,13147428,9538053,166192,289450,381004388536,2012.0,"$100,000 under $200,000"
1449,MS,8,21560,6117252,3524714,160658,355845,878349418826,2012.0,"$200,000 under $500,000"
1450,MS,9,3170,2103543,934662,72345,229148,579638130090,2012.0,"$500,000 under $1,000,000"
1451,MS,10,1290,3098116,586897,178788,769414,128955882462,2012.0,"$1,000,000 or more"
1452,MO,0,2767370,156727536,109752146,4164570,8145251,94156034644812,2012.0,No AGI Stub
1453,MO,1,39090,-3049284,234828,45659,151672,-442616-150585,2012.0,Under $1
1454,MO,2,451580,2301272,1786003,44338,24441,-5747200388,2012.0,"$1 under $10,000"
1455,MO,3,629800,10774480,8289578,115236,97255,28067663584,2012.0,"$10,000 under $25,000"
1456,MO,4,661870,23888698,19185059,210384,220746,103250657710,2012.0,"$25,000 under $50,000"
1457,MO,5,378260,23285532,17670278,271769,310482,172095515327,2012.0,"$50,000 under $75,000"
1458,MO,6,241260,20867611,15550496,285900,362123,217440440798,2012.0,"$75,000 under $100,000"
1459,MO,7,284840,37778618,27740878,716178,1069228,931439958207,2012.0,"$100,000 under $200,000"
1460,MO,8,65860,18692376,11875747,662031,1214959,1920965861057,2012.0,"$200,000 under $500,000"
1461,MO,9,10230,6863132,3651142,317666,699857,1487849284266,2012.0,"$500,000 under $1,000,000"
1462,MO,10,4590,15325101,3768137,1495409,3994488,5002861214060,2012.0,"$1,000,000 or more"
1463,MT,0,492010,27178486,17220344,724845,2075757,2326515951396,2012.0,No AGI Stub
1464,MT,1,9550,-728734,55651,12905,53440,-108147-21062,2012.0,Under $1
1465,MT,2,79270,412149,322784,21054,7392,-244329399,2012.0,"$1 under $10,000"
1466,MT,3,111920,1927007,1456545,39854,30169,11306111600,2012.0,"$10,000 under $25,000"
1467,MT,4,115060,4146294,3154086,51215,71709,44428161050,2012.0,"$25,000 under $50,000"
1468,MT,5,67370,4148466,2956924,59261,102860,74111132707,2012.0,"$50,000 under $75,000"
1469,MT,6,44800,3878589,2712827,61615,121939,99362101241,2012.0,"$75,000 under $100,000"
1470,MT,7,50020,6567325,4312109,148165,346723,366672195329,2012.0,"$100,000 under $200,000"
1471,MT,8,11430,3283521,1510712,123951,394676,608679156700,2012.0,"$200,000 under $500,000"
1472,MT,9,1780,1197540,419258,52547,203715,34854946104,2012.0,"$500,000 under $1,000,000"
1473,MT,10,800,2346329,319448,154278,743134,88399838328,2012.0,"$1,000,000 or more"
1474,NE,0,889100,54867033,37616103,1168863,3715646,43090281334532,2012.0,No AGI Stub
1475,NE,1,11610,-931618,86385,11332,64932,-108168-54817,2012.0,Under $1
1476,NE,2,127910,670266,559115,11953,11661,-157145464,2012.0,"$1 under $10,000"
1477,NE,3,181770,3140632,2514512,33302,41230,7287159970,2012.0,"$10,000 under $25,000"
1478,NE,4,219680,7951052,6605852,60533,101902,45897208251,2012.0,"$25,000 under $50,000"
1479,NE,5,127740,7877040,6101604,81508,139122,91601182772,2012.0,"$50,000 under $75,000"
1480,NE,6,86770,7519276,5694755,86110,171291,132162150422,2012.0,"$75,000 under $100,000"
1481,NE,7,105100,13885750,9967743,221687,501751,580708304798,2012.0,"$100,000 under $200,000"
1482,NE,8,23200,6600565,3706853,202740,553034,963583220641,2012.0,"$200,000 under $500,000"
1483,NE,9,3660,2443983,1133358,101996,301398,64219376827,2012.0,"$500,000 under $1,000,000"
1484,NE,10,1670,5710087,1245926,357702,1829325,195533640204,2012.0,"$1,000,000 or more"
1485,NV,0,1321700,77642876,52147040,2608057,6846243,46574072172081,2012.0,No AGI Stub
1486,NV,1,22820,-4059261,189355,112723,218151,-598604-145826,2012.0,Under $1
1487,NV,2,168090,914857,706920,16638,2711,-7839113540,2012.0,"$1 under $10,000"
1488,NV,3,320140,5561592,4461557,40287,18594,11033395437,2012.0,"$10,000 under $25,000"
1489,NV,4,358270,12823735,10835005,72754,58769,46083272776,2012.0,"$25,000 under $50,000"
1490,NV,5,178820,10999175,8527635,94094,88042,81287200914,2012.0,"$50,000 under $75,000"
1491,NV,6,105880,9149550,6762368,98067,108603,104122173672,2012.0,"$75,000 under $100,000"
1492,NV,7,128710,17143489,12068762,280969,423271,435607422634,2012.0,"$100,000 under $200,000"
1493,NV,8,30550,8691590,4856040,336278,708403,875231394115,2012.0,"$200,000 under $500,000"
1494,NV,9,5140,3493042,1479102,197388,495254,739369156616,2012.0,"$500,000 under $1,000,000"
1495,NV,10,3290,12925107,2260296,1358859,4724445,2971118188203,2012.0,"$1,000,000 or more"
1496,NH,0,685010,47606625,34142082,1244905,2992703,14560602152858,2012.0,No AGI Stub
1497,NH,1,8300,-506571,60489,12723,30373,-108034-29914,2012.0,Under $1
1498,NH,2,99650,492608,402293,12792,3826,-166538021,2012.0,"$1 under $10,000"
1499,NH,3,123330,2131888,1619965,31515,19075,4929151437,2012.0,"$10,000 under $25,000"
1500,NH,4,155050,5651059,4534182,59173,47564,23742250205,2012.0,"$25,000 under $50,000"
1501,NH,5,97400,6011220,4592099,80478,76696,36383230087,2012.0,"$50,000 under $75,000"
1502,NH,6,67920,5896821,4474459,85538,93186,46889210435,2012.0,"$75,000 under $100,000"
1503,NH,7,102000,13775396,10555251,262868,375723,187817531497,2012.0,"$100,000 under $200,000"
1504,NH,8,26640,7447650,5133435,277743,535182,342784439397,2012.0,"$200,000 under $500,000"
1505,NH,9,3260,2175546,1213092,131267,312978,238670143928,2012.0,"$500,000 under $1,000,000"
1506,NH,10,1480,4531008,1556817,290808,1498100,684545187765,2012.0,"$1,000,000 or more"
1507,NJ,0,4342620,353247794,254812343,8494590,19018446,2030732112526784,2012.0,No AGI Stub
1508,NJ,1,54290,-5420577,517881,123884,304155,-1018937-154273,2012.0,Under $1
1509,NJ,2,631710,3200468,2408471,99192,37868,-12674422624,2012.0,"$1 under $10,000"
1510,NJ,3,833500,14213964,10627589,205036,114324,456771265130,2012.0,"$10,000 under $25,000"
1511,NJ,4,884620,32216239,25921517,359763,212766,1969351157342,2012.0,"$25,000 under $50,000"
1512,NJ,5,572340,35263701,27122920,487776,316007,277509906028,2012.0,"$50,000 under $75,000"
1513,NJ,6,391700,33992858,25446020,531257,395557,331099863410,2012.0,"$75,000 under $100,000"
1514,NJ,7,674660,93047138,71847994,1642411,1654107,16126742685474,2012.0,"$100,000 under $200,000"
1515,NJ,8,242910,69363261,52112402,1776685,2808867,41063383134063,2012.0,"$200,000 under $500,000"
1516,NJ,9,38700,26080945,17172856,890726,1936019,38871381167110,2012.0,"$500,000 under $1,000,000"
1517,NJ,10,18200,51289797,21634693,2377860,11238776,108815621079876,2012.0,"$1,000,000 or more"
1518,NM,0,911750,46264952,31733167,965643,2233671,19779521446460,2012.0,No AGI Stub
1519,NM,1,14940,-955984,81000,16101,91992,-185198-59721,2012.0,Under $1
1520,NM,2,150880,771194,604241,13256,4471,-257674691,2012.0,"$1 under $10,000"
1521,NM,3,230360,3948754,3116096,30844,20683,7569244893,2012.0,"$10,000 under $25,000"
1522,NM,4,221860,7955285,6378265,58339,49709,30513193421,2012.0,"$25,000 under $50,000"
1523,NM,5,113740,6987907,5178692,71569,75983,48967141170,2012.0,"$50,000 under $75,000"
1524,NM,6,70590,6106954,4402827,76908,90564,63281122335,2012.0,"$75,000 under $100,000"
1525,NM,7,86480,11524553,7896571,212900,326599,273739297056,2012.0,"$100,000 under $200,000"
1526,NM,8,19530,5473051,3000538,203158,448669,509101274576,2012.0,"$200,000 under $500,000"
1527,NM,9,2350,1578999,612198,80394,250813,34797572521,2012.0,"$500,000 under $1,000,000"
1528,NM,10,1030,2874239,462739,202174,874188,88458185518,2012.0,"$1,000,000 or more"
1529,NY,0,9523840,754932479,493018630,23892739,86805921,4963560826291056,2012.0,No AGI Stub
1530,NY,1,124610,-19109740,1236049,451087,2252798,-4975743-459831,2012.0,Under $1
1531,NY,2,1529840,8038260,5563497,190665,72868,-416601712896,2012.0,"$1 under $10,000"
1532,NY,3,2088000,35268296,26027871,412585,246818,758964168158,2012.0,"$10,000 under $25,000"
1533,NY,4,2070780,75259884,62039852,720829,528587,3255312505553,2012.0,"$25,000 under $50,000"
1534,NY,5,1248050,76699455,60623750,930380,747688,4908141685859,2012.0,"$50,000 under $75,000"
1535,NY,6,804780,69715452,53204672,983090,918531,6246711479083,2012.0,"$75,000 under $100,000"
1536,NY,7,1168790,158781229,119997455,2885135,3423977,29603294234789,2012.0,"$100,000 under $200,000"
1537,NY,8,370870,106553857,74561864,3340049,5831072,74629425038266,2012.0,"$200,000 under $500,000"
1538,NY,9,70690,48289803,28892365,2039613,4929008,76106032341747,2012.0,"$500,000 under $1,000,000"
1539,NY,10,47440,195435983,60871255,11939306,67854574,351022253584536,2012.0,"$1,000,000 or more"
1540,NC,0,4380810,247012395,177723833,5432498,12162985,128377657486453,2012.0,No AGI Stub
1541,NC,1,57620,-3876335,388780,76526,170431,-595378-242975,2012.0,Under $1
1542,NC,2,668930,3604417,2831458,64418,27983,-13760419439,2012.0,"$1 under $10,000"
1543,NC,3,1074710,18397956,14435623,157966,109993,424441397792,2012.0,"$10,000 under $25,000"
1544,NC,4,1084210,38870790,32060913,291119,238085,1876131003953,2012.0,"$25,000 under $50,000"
1545,NC,5,555440,34122032,26083636,390208,384230,262249736445,2012.0,"$50,000 under $75,000"
1546,NC,6,349120,30220124,22426506,411822,442445,348386622760,2012.0,"$75,000 under $100,000"
1547,NC,7,444520,59574748,43414359,1186885,1648678,15562461469890,2012.0,"$100,000 under $200,000"
1548,NC,8,120610,34257904,22850633,1166663,2234986,33361231325431,2012.0,"$200,000 under $500,000"
1549,NC,9,18210,12215366,6788702,532262,1367299,2529625412984,2012.0,"$500,000 under $1,000,000"
1550,NC,10,7440,19625393,6443223,1154629,5538855,5184217340734,2012.0,"$1,000,000 or more"
1551,ND,0,370570,27236634,16997024,349222,1857481,2768756789123,2012.0,No AGI Stub
1552,ND,1,4200,-336335,46247,2888,29865,-64776-18653,2012.0,Under $1
1553,ND,2,44930,238157,208444,3473,4902,-87812126,2012.0,"$1 under $10,000"
1554,ND,3,67370,1174235,936476,12550,15775,546152843,2012.0,"$10,000 under $25,000"
1555,ND,4,89740,3266722,2703185,21844,36866,1934783658,2012.0,"$25,000 under $50,000"
1556,ND,5,53660,3309616,2542042,31307,57709,3720193604,2012.0,"$50,000 under $75,000"
1557,ND,6,40280,3502204,2670673,28641,72895,5267290903,2012.0,"$75,000 under $100,000"
1558,ND,7,53550,7095221,5127389,76375,243832,254146200729,2012.0,"$100,000 under $200,000"
1559,ND,8,13120,3777807,1761826,69124,310995,529927172120,2012.0,"$200,000 under $500,000"
